,Player_Id,Player_Name,DOB,Batting_Hand,Bowling_Skill,Country,Is_Umpire
126,127,CK Kapugedera,2/24/1987,Right_Hand,Right-arm medium,Sri Lanka,0
127,128,A Chopra,9/19/1977,Right_Hand,Right-arm offbreak,India,0
128,129,T Taibu,5/14/1983,Right_Hand,Right-arm medium,Zimbabwea,0
129,130,J Arunkumar,1/18/1975,Right_Hand,Right-arm offbreak,India,0
130,131,PP Ojha,9/5/1986,Left_Hand,Slow left-arm orthodox,India,0
131,132,SP Goswami,5/18/1989,Left_Hand,,India,0
132,133,SR Tendulkar,4/24/1973,Right_Hand,Right-arm offbreak,India,0
133,134,U Kaul,12/2/1987,Left_Hand,,India,0
134,135,TM Dilshan,10/14/1976,Right_Hand,Right-arm offbreak,Sri Lanka,0
135,136,A Mishra,11/24/1982,Right_Hand,Legbreak,India,0
136,137,AD Mascarenhas,10/30/1977,Right_Hand,Right-arm fast-medium,England,0
137,138,NK Patel,3/26/1981,Left_Hand,,India,0
138,139,LA Pomersbach,9/28/1984,Left_Hand,Right-arm offbreak,Australia,0
139,140,Iqbal Abdulla,12/2/1989,Left_Hand,Slow left-arm orthodox,India,0
140,141,Younis Khan,11/29/1977,Right_Hand,Right-arm medium,Pakistan,0
141,142,PM Sarvesh Kumar,4/26/1989,Right_Hand,Right-arm medium,India,0
142,143,DP Vijaykumar,10/20/1986,Right_Hand,Right-arm medium,India,0
143,144,Shoaib Akhtar,8/13/1975,Right_Hand,Right-arm fast,Pakistan,0
144,145,Abdur Razzak,6/15/1982,Left_Hand,Slow left-arm orthodox,Bangladesh,0
145,146,H Das,12/10/1986,Right_Hand,,India,0
146,147,DR Smith,4/12/1983,Right_Hand,Right-arm medium,West Indies,0
147,148,SD Chitnis,5/6/1987,Right_Hand,Right-arm offbreak,India,0
148,149,CRD Fernando,7/19/1979,Right_Hand,Right-arm fast-medium,Sri Lanka,0
149,150,VS Yeligati,4/23/1985,Right_Hand,Right-arm offbreak,India,0
150,151,L Balaji,9/27/1981,Right_Hand,Right-arm medium-fast,India,0
151,152,A Mukund,1/6/1990,Left_Hand,Legbreak googly,India,0
152,153,RR Powar,5/20/1978,Right_Hand,Right-arm offbreak,India,0
153,154,JP Duminy,4/14/1984,Left_Hand,Right-arm offbreak,South Africa,0
154,155,A Flintoff,12/6/1977,Right_Hand,Right-arm fast-medium,England,0
155,156,T Thushara,3/1/1981,Left_Hand,Left-arm fast-medium,Sri Lanka,0
156,157,JD Ryder,8/6/1984,Left_Hand,Right-arm medium,New Zealand,0
157,158,KP Pietersen,6/27/1980,Right_Hand,Right-arm offbreak,South Africa,0
158,159,T Henderson,8/1/1974,Right_Hand,Right-arm fast-medium,South Africa,0
159,160,Kamran Khan,3/10/1991,Left_Hand,Left-arm medium-fast,India,0
160,161,RS Bopara,5/4/1985,Right_Hand,Right-arm medium,England,0
161,162,CH Gayle,9/21/1979,Left_Hand,Right-arm offbreak,West Indies,0
162,163,MC Henriques,2/1/1987,Right_Hand,Right-arm fast-medium,Australia,0
163,164,R Bishnoi,10/8/1987,Right_Hand,Right-arm medium-fast,India,0
164,165,FH Edwards,2/6/1982,Right_Hand,Right-arm fast,West Indies,0
165,166,KV Sharma,10/23/1987,Left_Hand,Legbreak googly,India,0
166,167,PC Valthaty,12/7/1983,Right_Hand,Right-arm medium,India,0
167,168,RJ Quiney,8/20/1982,Left_Hand,Right-arm medium,Australia,0
168,169,AS Raut,3/3/1987,Right_Hand,Legbreak googly,India,0
169,170,Yashpal Singh,11/27/1981,Right_Hand,Right-arm medium,India,0
170,171,M Manhas,10/12/1979,Right_Hand,Right-arm offbreak,India,0
171,172,AA Bilakhia,5/31/1986,Right_Hand,Right-arm medium,India,0
172,173,AN Ghosh,10/19/1986,Right_Hand,Right-arm medium,India,0
173,174,BAW Mendis,3/11/1985,Right_Hand,Right-arm offbreak,Sri Lanka,0
174,175,DL Vettori,1/27/1979,Left_Hand,Slow left-arm orthodox,New Zealand,0
175,176,MN van Wyk,3/20/1979,Right_Hand,Slow left-arm orthodox,South Africa,0
176,177,RE van der Merwe,12/31/1984,Right_Hand,Slow left-arm orthodox,South Africa,0
177,178,TL Suman,12/15/1983,Right_Hand,Right-arm offbreak,India,0
178,179,Shoaib Ahmed,8/17/1990,Right_Hand,Right-arm fast-medium,Pakistan,0
179,180,GR Napier,1/6/1980,Right_Hand,Right-arm medium,England,0
180,181,KP Appanna,12/20/1988,Right_Hand,Slow left-arm orthodox,India,0
181,182,LA Carseldine,11/17/1975,Left_Hand,Left-arm medium,Australia,0
182,183,NV Ojha,7/20/1983,Right_Hand,,India,0
183,184,SM Harwood,3/1/1974,Right_Hand,Right-arm fast-medium,Australia,0
184,185,M Vijay,4/1/1984,Right_Hand,Right-arm offbreak,India,0
185,186,SB Jakati,11/27/1980,Left_Hand,Slow left-arm orthodox,India,0
186,187,DA Warner,10/27/1986,Left_Hand,Legbreak,Australia,0
187,188,RJ Harris,10/11/1979,Right_Hand,Right-arm fast,Australia,0
188,189,D du Preez,11/8/1981,Right_Hand,Right-arm fast-medium,South Africa,0
189,190,M Morkel,10/6/1984,Left_Hand,Right-arm fast,South Africa,0
190,191,AD Mathews,6/2/1987,Right_Hand,Right-arm fast-medium,Sri Lanka,0
191,192,J Botha,5/2/1982,Right_Hand,Right-arm offbreak,South Africa,0
192,193,C Nanda,3/29/1979,Right_Hand,Legbreak,India,0
193,194,SL Malinga,8/28/1983,Right_Hand,Right-arm fast,Sri Lanka,0
194,195,Mashrafe Mortaza,10/5/1983,Right_Hand,Right-arm fast-medium,Bangladesh,0
195,196,A Singh,6/21/1981,Right_Hand,Right-arm medium-fast,India,0
196,197,GJ Bailey,9/7/1982,Right_Hand,Right-arm medium,Australia,0
197,198,AB McDonald,6/5/1981,Right_Hand,Right-arm fast-medium,Australia,0
198,199,Y Nagar,1/6/1990,Right_Hand,Right-arm offbreak,India,0
199,200,SS Shaikh,1/18/1987,Right_Hand,Right-arm medium,India,0
200,201,R Ashwin,9/17/1986,Right_Hand,Right-arm offbreak,India,0
201,202,Mohammad Ashraful,7/7/1984,Right_Hand,Right-arm offbreak,Bangladesh,0
202,203,CA Pujara,1/25/1988,Right_Hand,Legbreak,India,0
203,204,OA Shah,10/22/1978,Right_Hand,Right-arm offbreak,England,0
204,205,Anirudh Singh,8/2/1980,Left_Hand,Right-arm medium,India,0
205,206,Jaskaran Singh,9/4/1989,Right_Hand,Right-arm medium,India,0
206,207,AP Tare,11/7/1987,Right_Hand,,India,0
207,208,AT Rayudu,9/23/1985,Right_Hand,Right-arm offbreak,India,0
208,209,R Sathish,1/14/1981,Right_Hand,Right-arm medium,India,0
209,210,R McLaren,2/9/1983,Left_Hand,Right-arm medium-fast,South Africa,0
210,211,AA Jhunjhunwala,12/1/1982,Right_Hand,Right-arm offbreak,India,0
211,212,P Dogra,11/19/1984,Right_Hand,Legbreak,India,0
212,213,A Uniyal,11/21/1981,Left_Hand,Left-arm medium,India,0
213,214,MS Bisla,12/27/1984,Right_Hand,,India,0
214,215,YA Abdulla,1/17/1983,Left_Hand,Left-arm fast-medium,India,0
215,216,EJG Morgan,9/10/1986,Left_Hand,Right-arm medium,England,0
216,217,JM Kemp,10/2/1977,Right_Hand,Right-arm fast-medium,South Africa,0
217,218,S Tyagi,9/17/1987,Right_Hand,Right-arm medium,India,0
218,219,RS Gavaskar,2/20/1976,Left_Hand,Slow left-arm orthodox,India,0
219,220,SE Bond,6/7/1975,Right_Hand,Right-arm fast,New Zealand,0
220,221,KA Pollard,5/12/1987,Right_Hand,Right-arm medium-fast,West Indies,0
221,222,S Ladda,7/10/1986,Right_Hand,Legbreak,India,0
222,223,DP Nannes,5/16/1976,Right_Hand,Left-arm fast,Australia,0
223,224,MJ Lumb,2/12/1980,Left_Hand,Right-arm medium,England,0
224,225,DR Martyn,10/21/1971,Right_Hand,Right-arm medium,Australia,0
225,226,S Narwal,4/16/1982,Left_Hand,Right-arm medium,India,0
226,227,AB Barath,4/14/1990,Right_Hand,Right-arm offbreak,India,0
227,228,Bipul Sharma,9/28/1983,Left_Hand,Slow left-arm orthodox,India,0
228,229,FY Fazal,9/7/1985,Left_Hand,Right-arm medium,India,0
229,230,AC Voges,10/4/1979,Right_Hand,Slow left-arm orthodox,Australia,0
230,231,MD Mishra,2/9/1984,Right_Hand,Right-arm offbreak,India,0
231,232,UT Yadav,10/25/1987,Right_Hand,Right-arm fast-medium,India,0
232,233,J Theron,7/24/1985,Right_Hand,Right-arm medium-fast,South Africa,0
233,234,SJ Srivastava,9/22/1981,Right_Hand,Left-arm fast-medium,India,0
234,235,R Sharma,4/30/1987,Right_Hand,Right-arm offbreak,India,0
235,236,Mandeep Singh,12/18/1991,Right_Hand,Right-arm medium,India,0
236,237,KM Jadhav,3/26/1985,Right_Hand,Right-arm offbreak,India,0
237,238,SW Tait,2/22/1983,Right_Hand,Right-arm fast,Australia,0
238,239,KB Arun Karthik,2/15/1986,Right_Hand,Legbreak googly,India,0
239,240,KAJ Roach,6/30/1988,Right_Hand,Right-arm fast,West Indies,0
240,241,PD Collingwood,5/26/1976,Right_Hand,Right-arm medium,England,0
241,242,CK Langeveldt,12/17/1974,Right_Hand,Right-arm fast-medium,England,0
242,243,VS Malik,5/9/1983,Right_Hand,Right-arm medium,India,0
243,244,A Mithun,10/25/1989,Right_Hand,Right-arm medium,India,0
244,245,AP Dole,10/9/1987,Right_Hand,Right-arm medium-fast,India,0
245,246,AN Ahmed,11/5/1988,Right_Hand,Right-arm medium-fast,India,0
246,247,RS Sodhi,10/18/1980,Right_Hand,Right-arm medium,India,0
247,248,DE Bollinger,7/24/1981,Left_Hand,Left-arm fast-medium,Australia,0
248,249,S Sriram,2/21/1976,Left_Hand,Slow left-arm orthodox,India,0
249,250,B Sumanth,5/10/1988,Right_Hand,Right-arm medium-fast,India,0
250,251,C Madan,10/15/1982,Right_Hand,,India,0
251,252,AG Paunikar,4/18/1988,Right_Hand,,India,0
252,253,MR Marsh,10/20/1991,Right_Hand,Right-arm medium,Australia,0
253,254,AJ Finch,11/17/1986,Right_Hand,Slow left-arm orthodox,Australia,0
254,255,STR Binny,6/3/1984,Right_Hand,Right-arm medium,India,0
255,256,Harmeet Singh,9/7/1992,Left_Hand,Slow left-arm orthodox,India,0
256,257,IR Jaggi,1/27/1989,Right_Hand,Legbreak googly,India,0
257,258,DT Christian,5/4/1983,Right_Hand,Right-arm fast-medium,Australia,0
258,259,RV Gomez,10/16/1985,Right_Hand,Right-arm medium,India,0
259,260,MA Agarwal,2/16/1991,Right_Hand,,India,0
260,261,AUK Pathan,6/17/1984,Right_Hand,Right-arm medium,India,0
261,262,UBT Chand,3/26/1993,Right_Hand,Right-arm offbreak,India,0
262,263,DJ Jacobs,11/4/1982,Right_Hand,Right-arm medium,South Africa,0
263,264,Sunny Singh,12/18/1986,Right_Hand,Right-arm medium-fast,India,0
264,265,NJ Rimmington,11/11/1982,Right_Hand,Right-arm fast-medium,Australia,0
265,266,AL Menaria,10/29/1990,Left_Hand,Slow left-arm orthodox,India,0
266,267,WD Parnell,7/30/1989,Left_Hand,Left-arm medium-fast,South Africa,0
267,268,JJ van der Wath,1/10/1978,Right_Hand,Right-arm medium-fast,South Africa,0
268,269,R Ninan,11/19/1985,Right_Hand,Right-arm offbreak,India,0
269,270,S Aravind,4/8/1984,Left_Hand,Left-arm medium-fast,India,0
270,271,MS Wade,12/26/1987,Left_Hand,Right-arm medium,Australia,0
271,272,TD Paine,12/8/1984,Right_Hand,Right-arm medium,Australia,0
272,273,SB Wagh,10/9/1988,Left_Hand,Left-arm medium-fast,India,0
273,274,AC Thomas,2/9/1977,Right_Hand,Right-arm fast-medium,England,0
274,275,JEC Franklin,11/7/1980,Left_Hand,Left-arm medium,New Zealand,0
275,276,Shakib Al Hasan,3/24/1987,Left_Hand,Slow left-arm orthodox,Bangladesh,0
276,277,DH Yagnik,6/22/1983,Left_Hand,,India,0
277,278,S Randiv,1/30/1985,Right_Hand,Right-arm offbreak,Sri Lanka,0
278,279,BJ Haddin,10/23/1977,Right_Hand,,Australia,0
279,280,NLTC Perera,4/3/1989,Left_Hand,Right-arm medium-fast,Sri Lanka,0
280,281,NL McCullum,9/1/1980,Right_Hand,Right-arm offbreak,New Zealand,0
281,282,JE Taylor,6/22/1984,Right_Hand,Right-arm fast,New Zealand,0
282,283,J Syed Mohammad,6/3/1983,Left_Hand,Slow left-arm orthodox,India,0
283,284,RN ten Doeschate,6/30/1980,Right_Hand,Right-arm medium-fast,Netherlands,0
284,285,TR Birt,12/9/1981,Left_Hand,Right-arm medium,Australia,0
285,286,AG Murtaza,1/1/1990,Left_Hand,Slow left-arm orthodox,India,0
286,287,Harpreet Singh,8/11/1991,Left_Hand,Right-arm medium,India,0
287,288,M Klinger,7/4/1980,Right_Hand,,Australia,0
288,289,AC Blizzard,6/27/1984,Left_Hand,Left-arm medium,Australia,0
289,290,I Malhotra,5/23/1984,Right_Hand,Right-arm medium-fast,India,0
290,291,L Ablish,12/3/1982,Right_Hand,Right-arm medium-fast,India,0
291,292,CA Ingram,7/3/1985,Left_Hand,Legbreak,South Africa,0
292,293,S Nadeem,8/12/1989,Right_Hand,Slow left-arm orthodox,India,0
293,294,P Parameswaran,5/30/1985,Right_Hand,Left-arm medium,India,0
294,295,CJ Ferguson,11/21/1984,Right_Hand,Right-arm medium,Australia,0
295,296,VR Aaron,10/29/1989,Right_Hand,Right-arm fast,India,0
296,297,AA Chavan,10/28/1985,Left_Hand,Slow left-arm orthodox,India,0
297,298,ND Doshi,10/6/1978,Right_Hand,Slow left-arm orthodox,India,0
298,299,B Kumar,2/5/1990,Right_Hand,Right-arm medium,India,0
299,300,Y Gnaneswara Rao,8/25/1984,Right_Hand,Right-arm medium,India,0
300,301,S Rana,9/18/1984,Right_Hand,Right-arm medium-fast,India,0
301,302,BA Bhatt,5/13/1990,Left_Hand,Slow left-arm orthodox,India,0
302,303,F du Plessis,7/13/1984,Right_Hand,Legbreak,South Africa,0
303,304,RE Levi,1/14/1988,Right_Hand,Right-arm medium,South Africa,0
304,305,GJ Maxwell,10/14/1988,Right_Hand,Right-arm offbreak,Australia,0
305,306,SPD Smith,6/2/1989,Right_Hand,Legbreak googly,India,0
306,307,MN Samuels,2/5/1981,Right_Hand,Right-arm offbreak,West Indies,0
307,308,SA Yadav,9/14/1990,Right_Hand,Right-arm offbreak,India,0
308,309,KK Cooper,2/16/1989,Right_Hand,Right-arm medium,West Indies,0
309,310,JP Faulkner,4/29/1990,Right_Hand,Left-arm fast-medium,Australia,0
310,311,HV Patel,11/23/1990,Right_Hand,Right-arm medium,India,0
311,312,DAJ Bracewell,9/28/1990,Right_Hand,Right-arm fast-medium,New Zealand,0
312,313,DJ Harris,12/31/1979,Right_Hand,Right-arm medium,Australia,0
313,314,Ankit Sharma,4/20/1991,Left_Hand,Slow left-arm orthodox,India,0
314,315,SP Narine,5/26/1988,Left_Hand,Right-arm offbreak,West Indies,0
315,316,GB Hogg,2/6/1971,Left_Hand,Slow left-arm chinaman,Australia,0
316,317,RR Bhatkal,9/1/1985,Right_Hand,Right-arm medium,India,0
317,318,CJ McKay,2/20/1983,Right_Hand,Right-arm fast-medium,Australia,0
318,319,N Saini,10/28/1988,Right_Hand,,India,0
319,320,DA Miller,6/10/1989,Left_Hand,Right-arm offbreak,South Africa,0
320,321,Azhar Mahmood,2/28/1975,Right_Hand,Right-arm fast-medium,Pakistan,0
321,322,P Negi,1/6/1993,Left_Hand,Slow left-arm orthodox,India,0
322,323,RJ Peterson,8/4/1979,Left_Hand,Slow left-arm orthodox,South Africa,0
323,324,KMDN Kulasekara,7/22/1982,Right_Hand,Right-arm fast-medium,Sri Lanka,0
324,325,A Ashish Reddy,2/24/1991,Right_Hand,Right-arm medium,India,0
325,326,V Pratap Singh,5/3/1992,Right_Hand,Right-arm medium,India,0
326,327,BB Samantray,12/14/1988,Right_Hand,,India,0
327,328,MJ Clarke,4/2/1981,Right_Hand,Slow left-arm orthodox,Australia,0
328,329,Gurkeerat Singh,6/29/1990,Right_Hand,Right-arm offbreak,India,0
329,330,AP Majumdar,4/30/1984,Right_Hand,Legbreak googly,India,0
330,331,PA Reddy,2/11/1991,Right_Hand,Legbreak,India,0
331,332,K Upadhyay,6/18/1986,Right_Hand,Right-arm medium,India,0
332,333,P Awana,7/19/1986,Right_Hand,Right-arm medium,India,0
333,334,AD Russell,4/29/1988,Right_Hand,Right-arm fast,West Indies,0
334,335,A Chandila,12/5/1983,Right_Hand,Right-arm offbreak,India,0
335,336,CA Lynn,4/10/1990,Right_Hand,Slow left-arm orthodox,Australia,0
336,337,Sunny Gupta,9/27/1988,Right_Hand,Right-arm offbreak,India,0
337,338,MC Juneja,9/12/1990,Right_Hand,Right-arm offbreak,India,0
338,339,KK Nair,12/6/1991,Right_Hand,Right-arm offbreak,India,0
339,340,GH Vihari,10/13/1993,Right_Hand,Right-arm offbreak,India,0
340,341,MDKJ Perera,8/17/1990,Left_Hand,,Sri Lanka,0
341,342,R Shukla,8/28/1990,Right_Hand,Right-arm medium,India,0
342,343,B Laughlin,10/3/1982,Right_Hand,Right-arm fast-medium,Australia,0
343,344,AS Rajpoot,12/4/1993,Right_Hand,Right-arm medium,India,0
344,345,M Vohra,7/18/1993,Right_Hand,Right-arm medium,India,0
345,346,JD Unadkat,10/18/1991,Right_Hand,Left-arm medium,India,0
346,347,Mohammed Shami,9/3/1990,Right_Hand,Right-arm fast-medium,India,0
347,348,BMAJ Mendis,1/15/1983,Left_Hand,Legbreak,Sri Lanka,0
348,349,R Rampaul,10/15/1984,Left_Hand,Right-arm fast-medium,West Indies,0
349,350,CH Morris,4/30/1987,Right_Hand,Right-arm fast-medium,South Africa,0
350,351,SV Samson,11/11/1994,Right_Hand,,India,0
